,High,Low,Open,Close,Volume,Adj Close
2008-01-03,27223.71094,26864.13086,27050.0293,26887.2793,2442743800,26887.2793
2008-01-04,27596.85938,26994.84961,27004.33984,27519.68945,2375522200,27519.68945
2008-01-07,27186.07031,26698.53906,26962.53906,27179.49023,2452932000,27179.49023
2008-01-08,27637.59961,27088.69922,27466.96094,27112.90039,2492360800,27112.90039
2008-01-09,27625.83008,26757.0293,26847.49023,27615.84961,2714685000,27615.84961
2008-01-10,27596.5,27115.82031,27426.41992,27230.85938,2704613800,27230.85938
2008-01-11,27593.69922,26725.94922,27435.50977,26867.00977,2950312400,26867.00977
2008-01-14,27142.88086,26464.64063,27019.13086,26468.13086,2050190000,26468.13086
2008-01-15,26800.51953,25823.5,26728.92969,25837.7793,2333391400,25837.7793
2008-01-16,25131.10938,24320.0293,25131.10938,24450.84961,4294639600,24450.84961
2008-01-17,25381.91016,23957.60938,24705.08008,25114.98047,3535112800,25114.98047
2008-01-18,25378.24023,24134.25,24247.16992,25201.86914,3155112600,25201.86914
2008-01-21,24650.2793,23770.13086,24459.01953,23818.85938,3252136000,23818.85938
2008-01-22,22713.68945,21709.63086,22624.28906,21757.63086,5979656000,21757.63086
2008-01-23,24239.98047,22647.2793,23359.19922,24090.16992,5350497200,24090.16992
2008-01-24,24966.16992,23478.86914,24396.84961,23539.26953,4254018800,23539.26953
2008-01-25,25243.58008,24483.92969,24801.46094,25122.36914,3929030800,25122.36914
2008-01-28,24384.26953,23586.51953,24342.39063,24053.60938,3088035600,24053.60938
2008-01-29,24736.80078,24229.14063,24640.09961,24291.80078,1953154800,24291.80078
2008-01-30,24631.58984,23586.36914,24605.15039,23653.68945,2550839400,23653.68945
2008-01-31,23887.16992,23052.94922,23789.7207,23455.74023,2460015000,23455.74023
2008-02-01,24238.30078,23322.05078,23791.91992,24123.58008,3429329600,24123.58008
2008-02-04,25101.41016,24728.5,24885.07031,25032.08008,3259179200,25032.08008
2008-02-05,24961.98047,24504.5293,24710.09961,24808.69922,1704108800,24808.69922
2008-02-06,23592.31055,23283.9707,23458.15039,23469.46094,2714642800,23469.46094
2008-02-11,23404.74023,22569.5293,23404.74023,22616.10938,2369935800,22616.10938
2008-02-12,23146.43945,22891.2207,22953.7793,22921.66992,1584831400,22921.66992
2008-02-13,23534.49023,22938.05078,23330.08984,23169.55078,2066015600,23169.55078
2008-02-14,24140.28906,23756.44922,23893.50977,24021.67969,2799158800,24021.67969
2008-02-15,24208.50977,23446.36914,23511.4707,24148.42969,1920019600,24148.42969
2008-02-18,24413.89063,23735.86914,24344.26953,23759.25,1666302100,23759.25
2008-02-19,24402.64063,24025.05078,24040.66016,24123.16992,2524465200,24123.16992
2008-02-20,24265.32031,23481.06055,24265.32031,23590.58008,2652384600,23590.58008
2008-02-21,24003.59961,23500.94922,23957.64063,23623,1680737200,23623
2008-02-22,23420.34961,23077.50977,23233.90039,23305.03906,1760169200,23305.03906
2008-02-25,23552.99023,23164.9707,23546.09961,23269.14063,1323817100,23269.14063
2008-02-26,23762.40039,23395.25977,23564.76953,23714.75,1621023300,23714.75
2008-02-27,24610.41016,24111.59961,24161.18945,24483.83984,3009478800,24483.83984
2008-02-28,24841.23047,24205.00977,24373.90039,24591.68945,2194424400,24591.68945
2008-02-29,24370.68945,24010.48047,24226.83008,24331.66992,1997874800,24331.66992
2008-03-03,23738.66992,23458.94922,23491.57031,23584.9707,2409038800,23584.9707
2008-03-04,23923.19922,23060.90039,23858.03906,23119.86914,2208747800,23119.86914
2008-03-05,23268.44922,22873.31055,23066.64063,23114.33984,1977023400,23114.33984
2008-03-06,23615.17969,23254.31055,23360.67969,23342.73047,1691913400,23342.73047
2008-03-07,22836.75977,22447.83984,22694.23047,22501.33008,2764171600,22501.33008
2008-03-10,22725.21094,22034.75977,22387.25,22705.05078,2510419600,22705.05078
2008-03-11,22995.34961,22263.35938,22634.71094,22995.34961,2261189000,22995.34961
2008-03-12,23737.65039,23139.40039,23737.65039,23422.75977,2637049600,23422.75977
2008-03-13,23007.60938,22251.24023,22925.41992,22301.64063,2546540800,22301.64063
2008-03-14,22747.14063,22151.50977,22536.11914,22237.10938,2340163800,22237.10938
2008-03-17,21473.40039,21041.25977,21318.0293,21084.60938,3369502000,21084.60938
2008-03-18,21467.17969,20572.91992,21444.60938,21384.60938,3676795200,21384.60938
2008-03-19,22191.88086,21779.83984,22191.88086,21866.93945,2951784000,21866.93945
2008-03-20,21471.66992,20896.14063,21173.30078,21108.2207,2784758800,21108.2207
2008-03-25,22529.80078,21691.55078,21841.7793,22464.51953,3281174000,22464.51953
2008-03-26,22811.34961,22428.42969,22581.75,22617.00977,2754525400,22617.00977
2008-03-27,22758.93945,22205.19922,22312.57031,22664.2207,2271872000,22664.2207
2008-03-28,23313.88086,22721.2207,22750.31055,23285.94922,3177623000,23285.94922
2008-03-31,23077.83984,22700.83984,22997.03906,22849.19922,1816950800,22849.19922
2008-04-01,23305.71094,22700.5,23084.92969,23137.46094,2122779600,23137.46094
2008-04-02,24195.32031,23858.89063,24133.76953,23872.42969,3980921600,23872.42969
2008-04-03,24334.18945,23937.31055,23947.55078,24264.63086,2489106000,24264.63086
2008-04-07,24642.01953,24269.55078,24484.83008,24578.75977,2084002000,24578.75977
2008-04-08,24557.42969,24212.59961,24507.07031,24311.68945,1980417200,24311.68945
2008-04-09,24492.0293,23921.15039,24293.41992,23984.57031,2280681000,23984.57031
2008-04-10,24214.57031,23905.58008,24101.41016,24187.09961,2034503000,24187.09961
2008-04-11,24681.46094,24322.10938,24442.26953,24667.78906,2777530400,24667.78906
2008-04-14,24070.25977,23753.03906,23968.03906,23811.19922,2289906000,23811.19922
2008-04-15,24043.89063,23613.49023,23950.40039,23901.33008,1951864800,23901.33008
2008-04-16,24194.17969,23749.67969,24075.67969,23878.34961,1510818300,23878.34961
2008-04-17,24442.07031,24150.50977,24369.85938,24258.96094,1972002200,24258.96094
2008-04-18,24400.86914,24107.24023,24234.5293,24197.7793,2314052400,24197.7793
2008-04-21,24887.10938,24668.2793,24821,24721.66992,2069827200,24721.66992
2008-04-22,24965.74023,24413.25,24460.64063,24939.15039,2474617000,24939.15039
2008-04-23,25361.28906,24919.73047,25000.49023,25289.24023,2661193600,25289.24023
2008-04-24,25861.67969,25603.57031,25776.28906,25680.7793,3261434800,25680.7793
2008-04-25,25852.9707,25437.82031,25852.9707,25516.7793,2047835200,25516.7793
2008-04-28,25717.42969,25567.58984,25613.16992,25666.28906,2082946200,25666.28906
2008-04-29,26038.58008,25633.4707,25661.96094,25914.15039,2901800600,25914.15039
2008-04-30,26066.5,25731.64063,25998.26953,25755.34961,2282480400,25755.34961
2008-05-02,26374.08984,26173.82031,26324.9707,26241.01953,2749028000,26241.01953
2008-05-05,26387.36914,26118.60938,26321.60938,26183.94922,1900574400,26183.94922
2008-05-06,26314.99023,26072.61914,26084.60938,26262.13086,1696804000,26262.13086
2008-05-07,26377.99023,25471.18945,26377.99023,25610.21094,2539309200,25610.21094
2008-05-08,25616.94922,25353.50977,25442.51953,25449.78906,1846277600,25449.78906
2008-05-09,25483.75977,24911.33008,25401.91016,25063.16992,2068025400,25063.16992
2008-05-13,25601.55078,25032.16992,25190.17969,25552.76953,2460693200,25552.76953
2008-05-14,25546.7793,25108.06055,25461.36914,25533.48047,1855836800,25533.48047
2008-05-15,25736.56055,25208.2207,25719.01953,25513.71094,2136959800,25513.71094
2008-05-16,25748.33008,25533.59961,25665.64063,25618.85938,2457737200,25618.85938
2008-05-19,25822,25592.21094,25592.21094,25742.23047,1587602500,25742.23047
2008-05-20,25702.86914,25042.08984,25692.26953,25169.46094,2068788800,25169.46094
2008-05-21,25498.08984,24820.16992,24828.03906,25460.28906,2106344800,25460.28906
2008-05-22,25057.53906,24700.49023,24984.2793,25043.11914,2061192800,25043.11914
2008-05-23,25128.43945,24693.55078,25085.34961,24714.07031,1574829500,24714.07031
2008-05-26,24331.68945,24100.31055,24234.34961,24127.31055,1780722000,24127.31055
2008-05-27,24441.07031,24221.2793,24239.05078,24282.03906,1144928200,24282.03906
2008-05-28,24338.67969,24178.71094,24209.0293,24249.50977,1445198700,24249.50977
2008-05-29,24542.09961,24222.05078,24542.09961,24383.99023,1779312400,24383.99023
2008-05-30,24585.7793,24289.84961,24448.36914,24533.11914,2117152800,24533.11914
2008-06-02,24923.2793,24453.78906,24542.28906,24831.35938,1826960800,24831.35938
2008-06-03,24590.59961,24254.92969,24556.17969,24375.75977,2556822800,24375.75977
2008-06-04,24462.58008,24123.25,24327.7207,24123.25,1965733200,24123.25
2008-06-05,24321.66016,24003.98047,24150.5293,24255.28906,1718558000,24255.28906
2008-06-06,24524.58984,24392.82031,24505.59961,24402.17969,1723142800,24402.17969
2008-06-10,23741.08984,23343.18945,23689.16016,23375.51953,2721477200,23375.51953
2008-06-11,23486.16992,23178.01953,23288.96094,23327.59961,1655617100,23327.59961
2008-06-12,23023.85938,22695.09961,22820.89063,23023.85938,2122609200,23023.85938
2008-06-13,22984.08984,22592.30078,22920.76953,22592.30078,1499591300,22592.30078
2008-06-16,23232.99023,22814.16992,22814.16992,23029.68945,1493182900,23029.68945
2008-06-17,23128.58008,22872.33008,23008.08008,23057.99023,1172435700,23057.99023
2008-06-18,23492.21094,22946.96094,23114.44922,23325.80078,2194547400,23325.80078
2008-06-19,22999.66992,22733.7793,22849.35938,22797.60938,1847304800,22797.60938
2008-06-20,23411.63086,22745.59961,22817.99023,22745.59961,2389576800,22745.59961
2008-06-23,22830.42969,22384.58008,22407.08984,22714.96094,1772604200,22714.96094
2008-06-24,22731.49023,22456.01953,22697.25977,22456.01953,1738774600,22456.01953
2008-06-25,22827.56055,22567.92969,22745.16992,22635.16016,1404586900,22635.16016
2008-06-26,22885.34961,22441.4707,22742.53906,22455.66992,1858470400,22455.66992
2008-06-27,22201.4707,21773.66992,21901.26953,22042.34961,2215868800,22042.34961
2008-06-30,22237.91992,21997.68945,22237.91992,22102.00977,1489375800,22102.00977
2008-07-02,21938.19922,21555.5293,21785.39063,21704.44922,2548582600,21704.44922
2008-07-03,21742.07031,21163.57031,21389.49023,21242.7793,2725284800,21242.7793
2008-07-04,21534.05078,21344.84961,21402.16992,21423.82031,1796344200,21423.82031
2008-07-07,21916.21094,21402.69922,21402.69922,21913.06055,1964579200,21913.06055
2008-07-08,21684.21094,21098.83984,21632.69922,21220.81055,2015196800,21220.81055
2008-07-09,21954.16992,21531.9707,21740.85938,21805.81055,2691241400,21805.81055
2008-07-10,22020.66016,21498.86914,21562.07031,21821.7793,2512108400,21821.7793
2008-07-11,22225.38086,21761.03906,21834.64063,22184.55078,2163732400,22184.55078
2008-07-14,22360.28906,21871.59961,22205,22014.46094,1494919500,22014.46094
2008-07-15,21644.03906,21077.24023,21644.03906,21174.76953,2140148000,21174.76953
2008-07-16,21334.38086,20988.74023,20988.74023,21223.5,1784065200,21223.5
2008-07-17,21892.5293,21672.26953,21825.24023,21734.7207,2289947600,21734.7207
2008-07-18,22010.93945,21677.15039,22010.93945,21874.18945,1842076400,21874.18945
2008-07-21,22645.51953,22455.00977,22523.2793,22532.90039,2571576800,22532.90039
2008-07-22,22690.74023,22393.14063,22430.58984,22527.48047,1505886500,22527.48047
2008-07-23,23134.55078,22871.03906,22900.76953,23134.55078,2586745600,23134.55078
2008-07-24,23369.05078,23062.61914,23330.89063,23087.7207,2589708600,23087.7207
2008-07-25,22843.19922,22542.08008,22751.50977,22740.71094,1917652600,22740.71094
2008-07-28,22862.0293,22619.23047,22801.84961,22687.21094,1081764400,22687.21094
2008-07-29,22265.92969,22089.08984,22265.92969,22258,1403232700,22258
2008-07-30,22751.03906,22573.17969,22637.33008,22690.59961,1968748000,22690.59961
2008-07-31,22878.75977,22695.73047,22878.75977,22731.09961,1572662100,22731.09961
2008-08-01,22881.26953,22207.31055,22497.90039,22862.59961,1800206000,22862.59961
2008-08-04,22713.58008,22425.13086,22630.58984,22514.91992,1293079100,22514.91992
2008-08-05,22225.06055,21739.2207,22225.06055,21949.75,1946666000,21949.75
2008-08-07,22424.53906,21915.2793,22403.25977,22104.19922,2172200800,22104.19922
2008-08-08,22230.55078,21690.59961,21997.64063,21885.21094,1737934600,21885.21094
2008-08-11,22235.50977,21859.33984,22020.53906,21859.33984,1549134100,21859.33984
2008-08-12,22309.33008,21640.89063,21992.17969,21640.89063,1868403600,21640.89063
2008-08-13,21665.75,21223.38086,21270.85938,21293.32031,3083083600,21293.32031
2008-08-14,21453.48047,21109.00977,21302.69922,21392.71094,2250392800,21392.71094
2008-08-15,21383.71094,20994.53906,21383.71094,21160.58008,1450461200,21160.58008
2008-08-18,21206.59961,20751.14063,21163.00977,20930.66992,1318434000,20930.66992
2008-08-19,20902.50977,20484.36914,20675.75,20484.36914,1387873500,20484.36914
2008-08-20,20971.18945,20388.78906,20388.78906,20931.25977,1838994400,20931.25977
2008-08-21,20762.65039,20350.48047,20762.65039,20392.06055,1711519200,20392.06055
2008-08-22,20392.06055,20392.06055,20392.06055,20392.06055,0,20392.06055
2008-08-25,21108.25,20739.48047,20739.48047,21104.78906,1915426400,21104.78906
2008-08-26,21173.56055,20785.80078,20849.08008,21056.66016,1382900700,21056.66016
2008-08-27,21464.7207,21104.56055,21104.56055,21464.7207,1945726000,21464.7207
2008-08-28,21546.93945,20857.0293,21546.93945,20972.28906,2187599200,20972.28906
2008-08-29,21474.31055,21223.99023,21289.69922,21261.89063,2047897200,21261.89063
2008-09-01,21031.08008,20844.15039,20999.32031,20906.31055,1213874700,20906.31055
2008-09-02,21066.58008,20595.58984,20956.93945,21042.46094,1618410500,21042.46094
2008-09-03,20964.75,20526.73047,20964.75,20585.06055,1666102200,20585.06055
2008-09-04,20621.48047,20356.50977,20545.38086,20389.48047,1561120600,20389.48047
2008-09-05,19987.15039,19708.39063,19833.86914,19933.2793,2582614600,19933.2793
2008-09-08,20840.68945,20637.99023,20840.68945,20794.26953,3035311000,20794.26953
2008-09-09,20543.15039,20299.9707,20439.4707,20491.10938,1942634000,20491.10938
2008-09-10,20283.99023,19951.35938,20114.85938,19999.7793,2697584000,19999.7793
2008-09-11,19854.82031,19220.2793,19854.82031,19388.7207,2913054800,19388.7207
2008-09-12,19525.55078,19157.73047,19432.7207,19352.90039,2445765000,19352.90039
2008-09-16,18538.50977,18019.19922,18325.65039,18300.60938,5213601200,18300.60938
2008-09-17,18699.17969,17637.18945,18691.30078,17637.18945,4390107200,17637.18945
2008-09-18,17849.9707,16283.71973,17120.23047,17632.46094,6237659200,17632.46094
2008-09-19,19327.73047,18588.10938,18878.25977,19327.73047,6690248800,19327.73047
2008-09-22,19869.01953,19137.66992,19869.01953,19632.19922,3731644400,19632.19922
2008-09-23,19302.75977,18872.84961,19178.49023,18872.84961,2546635600,18872.84961
2008-09-24,19291.01953,18862.90039,18954.32031,18961.99023,2084468000,18961.99023
2008-09-25,19248.7207,18870.10938,19003.2207,18934.42969,1682466400,18934.42969
2008-09-26,18936.93945,18500.10938,18909.58984,18682.08984,1895439600,18682.08984
2008-09-29,18742.25,17796.33984,18742.25,17880.67969,2578483600,17880.67969
2008-09-30,18029.76953,16799.28906,16898.33008,18016.21094,3226857200,18016.21094
2008-10-02,18285.67969,17631.69922,17870.42969,18211.10938,2476190400,18211.10938
2008-10-03,17926.14063,17682.40039,17788.99023,17682.40039,2074882800,17682.40039
2008-10-06,17241.7793,16790.85938,17156.21094,16803.75977,2234392200,16803.75977
2008-10-08,16422.51953,15431.73047,16107.98047,15431.73047,4925746400,15431.73047
2008-10-09,15990.2002,15550.86035,15550.86035,15943.24023,3388923200,15943.24023
2008-10-10,14910.5498,14398.54004,14717.51953,14796.87012,4705158000,14796.87012
2008-10-13,16376.41992,14754.63965,15156.16016,16312.16016,4305063600,16312.16016
2008-10-14,17141.05078,16615.00977,17141.05078,16832.88086,4018110400,16832.88086
2008-10-15,16609.08984,15961.91992,16609.08984,15998.2998,2561710400,15998.2998
2008-10-16,15230.51953,14578.54004,14902.33984,15230.51953,4412590400,15230.51953
2008-10-17,15300.07031,14554.20996,15081.45996,14554.20996,3950754400,14554.20996
2008-10-20,15472.67969,14691.79004,14691.90039,15323.00977,3013349000,15323.00977
2008-10-21,15616.95996,14884.07031,15616.95996,15041.16992,2354328800,15041.16992
2008-10-22,15161.69043,14038.41016,14878.20996,14266.59961,3102115800,14266.59961
2008-10-23,14032.25,13403.34961,13596.30957,13760.49023,3545922800,13760.49023
2008-10-24,13478.62988,12618.37988,13478.62988,12618.37988,3538915600,12618.37988
2008-10-27,12736.84961,10676.29004,12372.75,11015.83984,4834423200,11015.83984
2008-10-28,12596.29004,11133.94043,11154.57031,12596.29004,5810940400,12596.29004
2008-10-29,13307.41992,12333.94043,12807.34961,12702.07031,4183641600,12702.07031
2008-10-30,14329.84961,13280.44043,13280.44043,14329.84961,5338289600,14329.84961
2008-10-31,14122.78027,13517.41992,14037.37012,13968.66992,3531208800,13968.66992
2008-11-03,14889.12988,14272.16992,14436.03027,14344.37012,2971271000,14344.37012
2008-11-04,14539.58984,13853.16016,14337.62012,14384.33984,2387901800,14384.33984
2008-11-05,15317.83008,14750.04004,15045.53027,14840.16016,3458872800,14840.16016
2008-11-06,14081.75977,13674.07031,14081.75977,13790.04004,2739083600,13790.04004
2008-11-07,14254.21973,13273.08984,13273.08984,14243.42969,2750325200,14243.42969
2008-11-10,15147.95996,14453.62012,15033.17969,14744.62988,2801049800,14744.62988
2008-11-11,14853.83008,13926.70996,14322.9502,14040.90039,2453779200,14040.90039
2008-11-12,14256.05957,13626.30957,14155.25977,13939.08984,2071500000,13939.08984
2008-11-13,13373.11035,12943.11035,13068.92969,13221.34961,2813729600,13221.34961
2008-11-14,13749.53027,13493.86035,13749.53027,13542.66016,2182739200,13542.66016
2008-11-17,13738.12012,13277.63965,13584.34961,13529.53027,1604626600,13529.53027
2008-11-18,13363.57031,12676.28027,13298.87988,12915.88965,2489004400,12915.88965
2008-11-19,13179.33008,12738.53027,12827.37012,12815.7998,2060798200,12815.7998
2008-11-20,12298.55957,11976.87988,12170.98047,12298.55957,3096103200,12298.55957
2008-11-21,13048.5,11814.80957,11814.80957,12659.2002,3106043200,12659.2002
2008-11-24,12707.23047,12239.49023,12239.49023,12457.94043,1769147200,12457.94043
2008-11-25,13090.87988,12767.44043,13012,12878.59961,2466291800,12878.59961
2008-11-26,13369.4502,12990.34961,12990.34961,13369.4502,2394587200,13369.4502
2008-11-27,13930.91016,13332.92969,13901.4502,13552.05957,2776072000,13552.05957
2008-11-28,13896.49023,13550.29004,13550.29004,13888.24023,2150281200,13888.24023
2008-12-01,14253.66016,13659.44043,13775.28027,14108.83984,2041643600,14108.83984
2008-12-02,13513.5,13344.59961,13373.01953,13405.84961,1961207600,13405.84961
2008-12-03,13778.0498,13573.42969,13598.59961,13588.66016,1811385200,13588.66016
2008-12-04,13883.87012,13459.61035,13857.29004,13509.78027,1862633600,13509.78027
2008-12-05,13875.13965,13656.91992,13718.91992,13846.08984,1750566000,13846.08984
2008-12-08,15044.87012,14303.25,14303.25,15044.87012,3219421000,15044.87012
2008-12-09,15205.32031,14717.46973,15032.33008,14753.21973,2440344400,14753.21973
2008-12-10,15578.95996,14946,14946,15577.74023,2684204000,15577.74023
2008-12-11,15781.0498,15337.73047,15533.62012,15613.90039,2477378600,15613.90039
2008-12-12,15393.08984,14479.23047,15287.7002,14758.38965,2916320800,14758.38965
2008-12-15,15386.90039,15007.41992,15363.49023,15046.9502,2021422000,15046.9502
2008-12-16,15217.25,14819.73047,15018.45996,15130.20996,1661605200,15130.20996
2008-12-17,15557.4502,15179.37988,15544.96973,15460.51953,2180481600,15460.51953
2008-12-18,15548.25977,15301.16016,15335.2998,15497.80957,1883006200,15497.80957
2008-12-19,15444.28027,15014.98047,15235.21973,15127.50977,2420226800,15127.50977
2008-12-22,15227.42969,14622.38965,15177.12012,14622.38965,1413014300,14622.38965
2008-12-23,14491.75,14084.86035,14472.03027,14220.79004,1494154600,14220.79004
2008-12-24,14300.7002,13855.88965,13855.88965,14184.13965,865498700,14184.13965
2008-12-29,14332.01953,13924.32031,14080.86035,14328.48047,1046621500,14328.48047
2008-12-30,14513.48047,14189.08008,14476.74023,14235.5,1441715600,14235.5
2008-12-31,14527.09961,14302.15039,14377.50977,14387.48047,1612195500,14387.48047
2009-01-02,15042.80957,14412.12012,14448.21973,15042.80957,1752401800,15042.80957
2009-01-05,15563.30957,15128.32031,15349.33008,15563.30957,2172620600,15563.30957
2009-01-06,15651.61035,15367.92969,15612.46973,15509.50977,2484472200,15509.50977
2009-01-07,15763.5498,14976.74023,15759.53027,14987.45996,9799120000,14987.45996
2009-01-08,14755.80957,14334.15039,14755.80957,14415.91016,4374435600,14415.91016
2009-01-09,14673.59961,14297.41016,14530.83008,14377.44043,3332496400,14377.44043
2009-01-12,14312.25977,13895.04004,14312.25977,13971,4111599600,13971
2009-01-13,14118.92969,13644.54004,13930.26953,13668.0498,3480885600,13668.0498
2009-01-14,14019.03027,13674.95996,13807.03027,13704.61035,1537668800,13704.61035
2009-01-15,13300.75,12904.0498,13136.23047,13242.95996,4146204000,13242.95996
2009-01-16,13423.24023,13113.4502,13278.96973,13255.50977,3467109600,13255.50977
2009-01-19,13519.17969,13097.5,13414.08984,13339.99023,2194428800,13339.99023
2009-01-20,13160.87012,12816.25,12854.40039,12959.76953,2521573600,12959.76953
2009-01-21,12762.54004,12439.12988,12534.59961,12583.62988,3303948000,12583.62988
2009-01-22,12895.25,12657.09961,12844.37012,12657.99023,1878278600,12657.99023
2009-01-23,12734.7998,12469.83984,12542.00977,12578.59961,2198158200,12578.59961
2009-01-29,13560.07031,13109.26953,13560.07031,13154.42969,2662270000,13154.42969
2009-01-30,13390.12012,12899.57031,12958.08008,13278.20996,3689336800,13278.20996
2009-02-02,13239.5,12733.34961,13194,12861.49023,2005490000,12861.49023
2009-02-03,13065.96973,12729.04004,12991.49023,12776.88965,1562248800,12776.88965
2009-02-04,13108.74023,12975.2998,13029.41992,13063.88965,2070871000,13063.88965
2009-02-05,13492.53027,13018.63965,13084.79004,13178.90039,3384982400,13178.90039
2009-02-06,13660.24023,13322.62012,13535.75977,13655.04004,2428156800,13655.04004
2009-02-09,13865.58984,13561.54004,13865.58984,13769.05957,2692955600,13769.05957
2009-02-10,13976.30957,13663.41016,13787.12012,13880.63965,1957900400,13880.63965
2009-02-11,13600.01953,13363.05957,13546.13965,13539.20996,1808347200,13539.20996
2009-02-12,13478.66016,13174.00977,13439.58008,13228.2998,1755975400,13228.2998
2009-02-13,13576.32031,13314.01953,13314.80957,13554.66992,1546686800,13554.66992
2009-02-16,13559.82031,13257.34961,13559.82031,13455.87988,1357585700,13455.87988
2009-02-17,13195.50977,12933.91016,13195.50977,12945.40039,2353246400,12945.40039
2009-02-18,13031.28027,12712.33008,12783.79004,13016,2274484400,13016
2009-02-19,13055.71973,12788.08008,12873.09961,13023.36035,1587147000,13023.36035
2009-02-20,12816.79004,12669.57031,12719.13965,12699.16992,2053331600,12699.16992
2009-02-23,13207.98047,12777.95996,12777.95996,13175.09961,1931112200,13175.09961
2009-02-24,12814.37012,12634.83984,12789.29004,12798.51953,2134846600,12798.51953
2009-02-25,13148.30957,12858.28027,12979.86035,13005.08008,1779065400,13005.08008
2009-02-26,13071.58008,12691.95996,13070.41016,12894.94043,1974608400,12894.94043
2009-02-27,13032.2998,12799.80957,12929.99023,12811.57031,2698380800,12811.57031
2009-03-02,12576.4502,12296.86035,12522.61035,12317.45996,2194792800,12317.45996
2009-03-03,12192.34961,11849.16992,11967.07031,12033.87988,2342796800,12033.87988
2009-03-04,12423.69043,11880.16992,11880.16992,12331.15039,2882809600,12331.15039
2009-03-05,12488.33008,12163.5498,12488.33008,12211.24023,2667966000,12211.24023
2009-03-06,12146.16016,11921.51953,12041.82031,11921.51953,4178094400,11921.51953
2009-03-09,11927.88965,11344.58008,11872.45996,11344.58008,2071525200,11344.58008
2009-03-10,11747.11035,11542.87988,11542.87988,11694.0498,1845681200,11694.0498
2009-03-11,12228.21973,11904.61035,12228.21973,11930.66016,2685849600,11930.66016
2009-03-12,12040.83984,11848.5,11905.46973,12001.53027,1457479700,12001.53027
2009-03-13,12525.7998,12303.7002,12395.17969,12525.7998,2857842800,12525.7998
2009-03-16,12976.70996,12615.4502,12657.87012,12976.70996,2779295000,12976.70996
2009-03-17,13226.30957,12854.0498,12948.84961,12878.08984,2896963600,12878.08984
2009-03-18,13167.2002,13020.7998,13052.9502,13117.16992,1768493600,13117.16992
2009-03-19,13205.16992,12947.90039,13205.16992,13130.91992,2040964400,13130.91992
2009-03-20,13157.90039,12797.09961,13157.90039,12833.50977,2073348000,12833.50977
2009-03-23,13451.01953,13001.5498,13001.5498,13447.41992,2679863800,13447.41992
2009-03-24,13952.98047,13538.16016,13773.16992,13910.33984,2913007000,13910.33984
2009-03-25,13892.87988,13567.4502,13754.76953,13622.11035,3186137600,13622.11035
2009-03-26,14132.08984,13819.09961,13821.28027,14108.98047,4821728000,14108.98047
2009-03-27,14257.55957,13955.66016,14257.55957,14119.5,3396915200,14119.5
2009-03-30,13893.15039,13413.48047,13893.15039,13456.33008,2885519600,13456.33008
2009-03-31,13696.69043,13428.30957,13545.36035,13576.01953,2854888800,13576.01953
2009-04-01,13788.41016,13411.79004,13746.17969,13519.54004,2753372400,13519.54004
2009-04-02,14533.33984,13953.55957,13963.33984,14521.96973,3402815600,14521.96973
2009-04-03,14644.82031,14392.19043,14547.51953,14545.69043,3078651200,14545.69043
2009-04-06,15147.05957,14778.50977,14920.83984,14998.04004,2555280400,14998.04004
2009-04-07,14994.75977,14743.70996,14922.08984,14928.96973,2558886200,14928.96973
2009-04-08,14715.7002,14276.34961,14715.7002,14474.86035,2944789200,14474.86035
2009-04-09,14987.41016,14656.16016,14686.48047,14901.41016,2609340200,14901.41016
2009-04-14,15596.33984,15140.38965,15302.13965,15580.16016,3643046400,15580.16016
2009-04-15,15669.84961,15213.38965,15344.58984,15669.62012,2529450200,15669.62012
2009-04-16,15977.12988,15517.38965,15928.82031,15582.99023,2684956000,15582.99023
2009-04-17,15956.45996,15541.30957,15956.45996,15601.26953,3095786800,15601.26953
2009-04-20,15878.40039,15382.95996,15574.32031,15750.91016,2565994000,15750.91016
2009-04-21,15332.26953,15065.58984,15065.58984,15285.88965,2426811200,15285.88965
2009-04-22,15396.28027,14830.58984,15328.83008,14878.4502,3069840800,14878.4502
2009-04-23,15222.2002,14867.58984,14958.24023,15214.45996,2008293600,15214.45996
2009-04-24,15367.48047,15062.29004,15217.37012,15258.84961,1792018400,15258.84961
2009-04-27,15160.69043,14798.90039,15160.69043,14840.41992,2331661200,14840.41992
2009-04-28,15078.62988,14457.99023,15057.25,14555.11035,2818524800,14555.11035
2009-04-29,14983.66016,14714.50977,14767.91992,14956.9502,2413729600,14956.9502
2009-04-30,15587.29004,15204.09961,15369.11035,15520.99023,2932896600,15520.99023
2009-05-04,16387.11914,15855.24023,15869.28027,16381.0498,3324975600,16381.0498
2009-05-05,16580.53906,16295.86035,16572,16430.08008,2520504000,16430.08008
2009-05-06,16885.91992,16268.03027,16348.75977,16834.57031,3042115200,16834.57031
2009-05-07,17327.51953,16880.59961,17278.31055,17217.89063,4411458000,17217.89063
2009-05-08,17442.96094,16970.19922,17149.31055,17389.86914,3886270400,17389.86914
2009-05-11,17685.64063,17032.43945,17381,17087.94922,3722382800,17087.94922
2009-05-12,17239.65039,16908.06055,16996.21094,17153.64063,4029461600,17153.64063
2009-05-13,17372.15039,17014.85938,17097.82031,17059.61914,2043328400,17059.61914
2009-05-14,16630.33008,16422.2793,16630.33008,16541.68945,2962198600,16541.68945
2009-05-15,16953.41016,16736.17969,16818.81055,16790.69922,1984982000,16790.69922
