,High,Low,Open,Close,Volume,Adj Close
2011-06-20,21897.34961,21508.76953,21770.78906,21599.50977,1395417200,21599.50977
2011-06-21,21875.16016,21656.06055,21783.85938,21850.58984,2141318800,21850.58984
2011-06-22,22047.84961,21837.83984,22044.16016,21859.9707,1431572200,21859.9707
2011-06-23,21905.09961,21632.86914,21777.10938,21759.14063,1783660800,21759.14063
2011-06-24,22182.75,21783.73047,21843.75977,22171.94922,1956020800,22171.94922
2011-06-27,22099.28906,21888.03906,21888.03906,22041.76953,1271935600,22041.76953
2011-06-28,22206.08984,21952.36914,22168.92969,22061.7793,1391569500,22061.7793
2011-06-29,22237.09961,22022.06055,22229.83984,22061.17969,1504695200,22061.17969
2011-06-30,22464.05078,22174.60938,22233.69922,22398.09961,1686819200,22398.09961
2011-07-04,22817.5,22728.65039,22813.25,22770.4707,1537363400,22770.4707
2011-07-05,22821.75,22707.09961,22821.75,22747.94922,1092922400,22747.94922
2011-07-06,22737.5,22509.17969,22645.34961,22517.55078,9527772800,22517.55078
2011-07-07,22707.36914,22523.92969,22587.5,22530.17969,1477564100,22530.17969
2011-07-08,22835.0293,22677.9707,22706.24023,22726.42969,1426589600,22726.42969
2011-07-11,22598.61914,22307.2207,22598.61914,22347.23047,1525097000,22347.23047
2011-07-12,22092.57031,21648.39063,22092.57031,21663.16016,2384655600,21663.16016
2011-07-13,21935.67969,21718.81055,21794.36914,21926.88086,1668784100,21926.88086
2011-07-14,21945.01953,21747.44922,21936.86914,21940.19922,1670259700,21940.19922
2011-07-15,21974.57031,21774.94922,21872.56055,21875.38086,1260489400,21875.38086
2011-07-18,22026.59961,21727.92969,21727.92969,21804.75,1224406100,21804.75
2011-07-19,21909.53906,21611.16016,21805,21902.40039,1419189300,21902.40039
2011-07-20,22088.24023,21871.96094,22072.89063,22003.68945,1500940400,22003.68945
2011-07-21,22090.55078,21857.0293,22058.63086,21987.28906,1584761700,21987.28906
2011-07-22,22449.10938,22231.59961,22231.59961,22444.80078,2047907000,22444.80078
2011-07-25,22330.19922,22217.40039,22287.36914,22293.28906,1334947500,22293.28906
2011-07-26,22581.56055,22262.46094,22285.03906,22572.08008,1753808400,22572.08008
2011-07-27,22635.38086,22469.17969,22489.69922,22541.68945,1484204900,22541.68945
2011-07-28,22572.30078,22231.07031,22246.69922,22570.74023,1485732600,22570.74023
2011-07-29,22623.00977,22323.16016,22544.50977,22440.25,1287597300,22440.25
2011-08-01,22808.33008,22651,22739.55078,22663.36914,1443945900,22663.36914
2011-08-02,22623.2207,22387.91992,22532.76953,22421.46094,1587782000,22421.46094
2011-08-03,22041.86914,21882.7793,22015.66992,21992.7207,2262162000,21992.7207
2011-08-04,22087.11914,21725.66992,22019.91992,21884.74023,1548019600,21884.74023
2011-08-05,21017.7207,20643.25977,20939.40039,20946.14063,3533657200,20946.14063
2011-08-08,20572.50977,20044.36914,20409.00977,20490.57031,2678413800,20490.57031
2011-08-09,20158.55078,18868.10938,19209.69922,19330.69922,4636766000,19330.69922
2011-08-10,20105.86914,19672.66016,19993.7793,19783.66992,2935328800,19783.66992
2011-08-11,19728.88086,19269.41016,19319.42969,19595.14063,2751712000,19595.14063
2011-08-12,19955.82031,19575,19955.82031,19620.00977,2156205600,19620.00977
2011-08-15,20264.33008,19924.56055,20056.7793,20260.09961,1827188800,20260.09961
2011-08-16,20431.85938,20140.31055,20344.75,20212.08008,1776906800,20212.08008
2011-08-17,20504.38086,20214.7207,20318.36914,20289.0293,1562562300,20289.0293
2011-08-18,20342.24023,19969.21094,20261.21094,20016.26953,1568461000,20016.26953
2011-08-19,19595.91992,19314.41992,19478.82031,19399.91992,2110642000,19399.91992
2011-08-22,19666.83984,19047.64063,19465.30078,19486.86914,2553695400,19486.86914
2011-08-23,19893.36914,19383.38086,19476.4707,19875.5293,1963474800,19875.5293
2011-08-24,19876.66992,19452.65039,19863.10938,19466.78906,1680593600,19466.78906
2011-08-25,19803.2793,19638.86914,19744.51953,19752.48047,1819733600,19752.48047
2011-08-26,19919.91992,19549.5293,19733.71094,19582.88086,2063724400,19582.88086
2011-08-29,19919.33984,19749.40039,19883.06055,19865.10938,1898744000,19865.10938
2011-08-30,20341.11914,20071.51953,20203.55078,20204.16992,6806048000,20204.16992
2011-08-31,20556.92969,20168.92969,20256.33984,20534.84961,3563446800,20534.84961
2011-09-01,20975.30078,20572.9707,20790.2207,20585.33008,2665644400,20585.33008
2011-09-02,20580.81055,20178.66992,20557.91992,20212.91016,1751778400,20212.91016
2011-09-05,19830.5,19567.76953,19830.5,19616.40039,1887246000,19616.40039
2011-09-06,19727.89063,19290.40039,19374.91992,19710.5,1813548800,19710.5
2011-09-07,20069.75,19785.28906,19836.25,20048,1706676000,20048
2011-09-08,20159.28906,19799.49023,20159.28906,19912.82031,1893054800,19912.82031
2011-09-09,20088.80078,19808.94922,19997.89063,19866.63086,1301321900,19866.63086
2011-09-12,19303.74023,18989.43945,19264.67969,19030.53906,1900551400,19030.53906
2011-09-14,19248.64063,18627.65039,19216.28906,19045.43945,2449187200,19045.43945
2011-09-15,19269.41016,18935.08008,19186.75977,19181.5,1916783000,19181.5
2011-09-16,19652.5293,19454.74023,19545.5,19455.31055,2492944200,19455.31055
2011-09-19,19247.58984,18876.06055,19247.58984,18917.94922,1576185200,18917.94922
2011-09-20,19055.16016,18732.75,19008.60938,19014.80078,1800534000,19014.80078
2011-09-21,19023.57031,18698.90039,18891.5,18824.16992,1874705200,18824.16992
2011-09-22,18296.80078,17859.31055,18296.80078,17911.94922,2672498800,17911.94922
2011-09-23,17813.57031,17373.41016,17585.78906,17668.83008,3973027600,17668.83008
2011-09-26,17734.83984,16999.53906,17634.41992,17407.80078,3000657200,17407.80078
2011-09-27,18136.01953,17769.06055,17818.9707,18130.55078,2660498600,18130.55078
2011-09-28,18101.26953,17843.94922,17962.49023,18011.06055,2514562600,18011.06055
2011-09-30,17946.24023,17502.08008,17946.24023,17592.41016,3583124800,17592.41016
2011-10-03,17179.19922,16717.14063,17179.19922,16822.15039,3227049200,16822.15039
2011-10-04,16840.91016,16170.34961,16731.58008,16250.26953,2858417000,16250.26953
2011-10-06,17179.92969,16849.44922,16975,17172.2793,3071248600,17172.2793
2011-10-07,17800.7207,17505.38086,17540.7207,17707.00977,2463267200,17707.00977
2011-10-10,17859.34961,17437.83984,17853.25977,17711.06055,1782360800,17711.06055
2011-10-11,18456.16016,18041.69922,18441.86914,18141.58984,3122935200,18141.58984
2011-10-12,18411.76953,17804.56055,17990.56055,18329.46094,2169091800,18329.46094
2011-10-13,18758.74023,18453.05078,18601.65039,18757.81055,2336936000,18757.81055
2011-10-14,18665.94922,18367.84961,18639.42969,18501.78906,1491146200,18501.78906
2011-10-17,18908.16992,18675.81055,18808.66016,18873.99023,1626920400,18873.99023
2011-10-18,18411.40039,17963.25977,18411.40039,18076.46094,2198094000,18076.46094
2011-10-19,18426.28906,18203.99023,18400.33008,18309.2207,1373247600,18309.2207
2011-10-20,18198.11914,17782,18198.11914,17983.09961,1265983300,17983.09961
2011-10-21,18082.42969,17926.28906,18034.19922,18025.7207,1068828900,18025.7207
2011-10-24,18826.84961,18435.41016,18444.16016,18771.82031,1951463600,18771.82031
2011-10-25,18981.57031,18801.41992,18867.50977,18968.19922,1900999600,18968.19922
2011-10-26,19106.74023,18705.08008,18727.96094,19066.53906,1680825800,19066.53906
2011-10-27,19693.18945,19046.4707,19067.58984,19688.69922,3148372200,19688.69922
2011-10-28,20272.38086,19972.24023,20152.2207,20019.24023,3745456800,20019.24023
2011-10-31,20155.61914,19699.33008,20027.7207,19864.86914,1747618800,19864.86914
2011-11-01,19698.99023,19322.59961,19461.08008,19369.96094,1764802800,19369.96094
2011-11-02,19745.48047,19024.07031,19091.84961,19733.71094,1962952400,19733.71094
2011-11-03,19541.11914,19142.33984,19418.82031,19242.5,2140898800,19242.5
2011-11-04,19981.51953,19773.31055,19922.76953,19842.78906,2257596200,19842.78906
2011-11-07,19977.08984,19649.57031,19894.2207,19677.89063,1619993100,19677.89063
2011-11-08,19914.91992,19659.93945,19848.5,19678.4707,1464882800,19678.4707
2011-11-09,20173.14063,19967.16992,20067.38086,20014.42969,1943931200,20014.42969
2011-11-10,19199.08008,18945.58008,19091.40039,18963.89063,2485571200,18963.89063
2011-11-11,19206.33984,19028.31055,19143.58008,19137.16992,1279485000,19137.16992
2011-11-14,19640.67969,19496.16016,19600.36914,19508.17969,1683768000,19508.17969
2011-11-15,19420.06055,19240.34961,19305.2793,19348.43945,5166622000,19348.43945
2011-11-16,19483.09961,18768.66992,19483.09961,18960.90039,1615190400,18960.90039
2011-11-17,18958.9707,18657.74023,18686.16992,18817.4707,2567727600,18817.4707
2011-11-18,18561.03906,18398.96094,18561.03906,18491.23047,1662337300,18491.23047
2011-11-21,18293.93945,18054.23047,18213.7207,18225.84961,1367022700,18225.84961
2011-11-22,18355.11914,18017.5,18225.48047,18251.58984,1961345200,18251.58984
2011-11-23,17964.40039,17838.74023,17954.58008,17864.42969,1582422900,17864.42969
2011-11-24,17997.07031,17657.68945,17657.68945,17935.09961,1402041200,17935.09961
2011-11-25,17827.81055,17613.19922,17658.7793,17689.48047,944755200,17689.48047
2011-11-28,18095.19922,17954.18945,18019.21094,18037.81055,1142332600,18037.81055
2011-11-29,18372.44922,18053.91992,18225.09961,18256.19922,1726122400,18256.19922
2011-11-30,18192.28906,17860.80078,18192.28906,17989.34961,3420057200,17989.34961
2011-12-01,19050.56055,18868.32031,19033.96094,19002.25977,3561534800,19002.25977
2011-12-02,19151.65039,18878.31055,18977.19922,19040.39063,2307844400,19040.39063
2011-12-05,19188.85938,18972.90039,19117.89063,19179.68945,1604780700,19179.68945
2011-12-06,19038.48047,18818.67969,19011.81055,18942.23047,1252330600,18942.23047
2011-12-07,19242.80078,19009.42969,19114.01953,19240.58008,1846600800,19240.58008
2011-12-08,19137.56055,18956.41016,19112.33008,19107.81055,1297769200,19107.81055
2011-12-09,18840.92969,18511.41992,18721.16016,18586.23047,1661916300,18586.23047
2011-12-12,18919.41992,18508.11914,18853.32031,18575.66016,1167983200,18575.66016
2011-12-13,18465.39063,18297.66016,18327.44922,18447.16992,1049706200,18447.16992
2011-12-14,18476.15039,18280.66992,18301.05078,18354.42969,1203253600,18354.42969
2011-12-15,18133.93945,17895.15039,18122.73047,18026.83984,1711814800,18026.83984
2011-12-16,18390.41016,18025.59961,18025.59961,18285.39063,2209494000,18285.39063
2011-12-19,18092.34961,17821.51953,18053.64063,18070.21094,1392940100,18070.21094
2011-12-20,18270.69922,18010.25977,18044.75,18080.19922,1196532600,18080.19922
2011-12-21,18473.18945,18288.65039,18462.64063,18416.44922,1424472900,18416.44922
2011-12-22,18388.00977,18238.38086,18356.86914,18378.23047,903858400,18378.23047
2011-12-23,18636.75,18539.58984,18589.67969,18629.16992,965404400,18629.16992
2011-12-28,18621.5,18461.9707,18621.5,18518.66992,862673200,18518.66992
2011-12-29,18409.11914,18293.81055,18329.60938,18397.91992,1205224300,18397.91992
2011-12-30,18506.26953,18415.84961,18489.03906,18434.39063,837154800,18434.39063
2012-01-03,18886.11914,18724.16992,18770.64063,18877.41016,1247580300,18877.41016
2012-01-04,18970.59961,18687.93945,18970.59961,18727.31055,1169241200,18727.31055
2012-01-05,18821.08984,18723.2793,18753.38086,18813.41016,1035426900,18813.41016
2012-01-06,18784.85938,18506.58008,18784.85938,18593.06055,1434068900,18593.06055
2012-01-09,18884.25977,18302.83984,18588.35938,18865.7207,1380951700,18865.7207
2012-01-10,19086.5293,18858.57031,18948.11914,19004.2793,1994815200,19004.2793
2012-01-11,19175.84961,18983.14063,19071.90039,19151.93945,2037326200,19151.93945
2012-01-12,19261.28906,19050.94922,19112.75977,19095.38086,1791582400,19095.38086
2012-01-13,19232.21094,19073.17969,19232.21094,19204.41992,2018465200,19204.41992
2012-01-16,19070.74023,18985.75,19070.74023,19012.19922,1354845900,19012.19922
2012-01-17,19640.2793,19173.28906,19185.84961,19627.75,2590203600,19627.75
2012-01-18,19726.83984,19577.07031,19651.58984,19686.91992,1947200800,19686.91992
2012-01-19,19956.53906,19776.32031,19842.46094,19942.94922,2497477200,19942.94922
2012-01-20,20161.7207,19927.88086,20161.7207,20110.36914,1966388400,20110.36914
2012-01-26,20453.4707,20301.58984,20453.4707,20439.14063,2041611000,20439.14063
2012-01-27,20590.80078,20384.05078,20443.46094,20501.66992,1809725000,20501.66992
2012-01-30,20518,20144.94922,20518,20160.41016,2136671200,20160.41016
2012-01-31,20465.89063,20219.26953,20326.49023,20390.49023,2386779600,20390.49023
2012-02-01,20534.2207,20269.50977,20394.66992,20333.36914,1499488400,20333.36914
2012-02-02,20761.69922,20564.9707,20638.96094,20739.44922,2100068000,20739.44922
2012-02-03,20796.74023,20639.49023,20680.71094,20756.98047,1663273500,20756.98047
2012-02-06,21015.55078,20633.13086,21015.55078,20709.93945,1900864400,20709.93945
2012-02-07,20881.84961,20649.26953,20808.05078,20699.18945,1519257700,20699.18945
2012-02-08,21023.33008,20755.73047,20827.89063,21018.46094,1739168600,21018.46094
2012-02-09,21053.06055,20787.83984,20922.28906,21010.00977,2208070800,21010.00977
2012-02-10,21002.33008,20703.78906,20986.25,20783.85938,1997876600,20783.85938
2012-02-13,20969.80078,20673.96094,20718.80078,20887.40039,1515547500,20887.40039
2012-02-14,20947.94922,20813.5293,20845.24023,20917.83008,1174512100,20917.83008
2012-02-15,21403.2793,20933.39063,20993.58008,21365.23047,2038762000,21365.23047
2012-02-16,21317.7207,21157.55078,21266.50977,21277.2793,1548013700,21277.2793
2012-02-17,21546.73047,21381.68945,21503.58984,21491.61914,1590262700,21491.61914
2012-02-20,21760.33984,21393.48047,21760.33984,21424.78906,1855260400,21424.78906
2012-02-21,21480.33984,21221.39063,21434.31055,21478.7207,1547155900,21478.7207
2012-02-22,21569.74023,21302.18945,21339.01953,21549.2793,1377263800,21549.2793
2012-02-23,21428.5,21325.56055,21356.5293,21380.99023,1125571200,21380.99023
2012-02-24,21468.92969,21292.40039,21438.9707,21406.85938,1386342400,21406.85938
2012-02-27,21589.01953,21076.51953,21381.66016,21217.85938,1610982000,21217.85938
2012-02-28,21583.07031,21273.99023,21303.39063,21568.73047,1614442400,21568.73047
2012-02-29,21716.75977,21525.91016,21643.84961,21680.08008,1557394100,21680.08008
2012-03-01,21641.14063,21338.28906,21578.18945,21387.96094,1377724000,21387.96094
2012-03-02,21623.24023,21531.92969,21618.15039,21562.25977,1592404700,21562.25977
2012-03-05,21578.75977,21230.60938,21518.0293,21265.31055,1255361600,21265.31055
2012-03-06,21173.74023,20789.35938,21173.74023,20806.25,3940575200,20806.25
2012-03-07,20732.86914,20521.96094,20521.96094,20627.7793,2211849600,20627.7793
2012-03-08,20909.71094,20681.08984,20722.94922,20900.73047,1592319800,20900.73047
2012-03-09,21209.78906,20917.67969,20930.92969,21086,1399879900,21086
2012-03-12,21170.55078,20924.35938,21073.58984,21134.17969,1130190800,21134.17969
2012-03-13,21427.11914,21261.32031,21279.41016,21339.69922,1360783500,21339.69922
2012-03-14,21638.32031,21263.01953,21564.21094,21307.89063,1924523200,21307.89063
2012-03-15,21368.48047,21162.16992,21323.06055,21353.5293,1320818700,21353.5293
2012-03-16,21438.61914,21253.39063,21350.25,21317.84961,1537009700,21317.84961
2012-03-20,21183.03906,20786.68945,21183.03906,20888.24023,1707925200,20888.24023
2012-03-21,20993.48047,20756.0293,20948.13086,20856.63086,1512320300,20856.63086
2012-03-22,20978.49023,20801.78906,20886.11914,20901.56055,1173606200,20901.56055
2012-03-23,20742.69922,20596.89063,20740.56055,20668.80078,1571090500,20668.80078
2012-03-26,20776.35938,20580.7207,20672.36914,20668.85938,1433061700,20668.85938
2012-03-27,21063.38086,20896.18945,20921.80078,21046.91016,1531093100,21046.91016
2012-03-28,20989.58008,20798.08984,20959.98047,20885.41992,1502762300,20885.41992
2012-03-29,20720.33984,20527.25977,20720.33984,20609.39063,1671524900,20609.39063
2012-03-30,20566.08984,20374.0293,20380.06055,20555.58008,1905267600,20555.58008
2012-04-02,20662.9707,20417.68945,20662.9707,20522.25977,1073392500,20522.25977
2012-04-03,20816.08984,20588.19922,20704.15039,20790.98047,1371781700,20790.98047
2012-04-05,20670.19922,20404.15039,20479.26953,20593,1406878200,20593
2012-04-10,20472.96094,20297.39063,20387.42969,20356.24023,1243823600,20356.24023
2012-04-11,20188.56055,20035.67969,20092.96094,20140.66992,1291420000,20140.66992
2012-04-12,20360.48047,20138.01953,20179.7207,20327.32031,1535836200,20327.32031
2012-04-13,20719.03906,20574.34961,20640.5,20701.03906,2071051600,20701.03906
2012-04-16,20625.44922,20514.08984,20516.08984,20610.64063,5036283200,20610.64063
2012-04-17,20678.03906,20392.57031,20678.03906,20562.31055,1489108300,20562.31055
2012-04-18,20862.32031,20715.93945,20800.21094,20780.73047,1484985400,20780.73047
2012-04-19,20995.00977,20767.46094,20767.46094,20995.00977,1119693300,20995.00977
2012-04-20,21076.42969,20881.61914,20933.26953,21010.64063,1079271500,21010.64063
2012-04-23,20970.96094,20624.39063,20970.96094,20624.39063,1192054100,20624.39063
2012-04-24,20771.78906,20534.13086,20606.16992,20677.16016,1280554500,20677.16016
2012-04-25,20751.82031,20584.98047,20751.53906,20646.28906,1060608800,20646.28906
2012-04-26,20826.91016,20674.93945,20753.17969,20809.71094,1113077800,20809.71094
2012-04-27,20929.96094,20648.76953,20916.08008,20741.44922,1549824700,20741.44922
2012-04-30,21105.57031,20889.76953,20889.76953,21094.21094,1353087200,21094.21094
2012-05-02,21385.30078,21237.16992,21245.48047,21309.08008,1550182600,21309.08008
2012-05-03,21256.81055,21153.63086,21209.43945,21249.5293,7112369600,21249.5293
2012-05-04,21170.64063,21061.14063,21107.18945,21086,1367404200,21086
2012-05-07,20674.44922,20477.85938,20658.41016,20536.65039,2201041600,20536.65039
2012-05-08,20647.38086,20399.38086,20647.38086,20484.75,1480445300,20484.75
2012-05-09,20371.66016,20257.60938,20361.55078,20330.64063,1797879400,20330.64063
2012-05-10,20375.03906,20091.67969,20313.9707,20227.2793,1720960400,20227.2793
2012-05-11,20083.26953,19901.41016,20083.26953,19964.63086,1624694700,19964.63086
2012-05-14,20044.68945,19715.50977,20037.51953,19735.03906,1730108400,19735.03906
2012-05-15,19923.18945,19639.84961,19702.53906,19894.31055,1867690000,19894.31055
2012-05-16,19655.33984,19181.18945,19655.33984,19259.83008,2066051600,19259.83008
2012-05-17,19452.30078,19139.73047,19369.42969,19200.92969,1789919600,19200.92969
2012-05-18,18985.42969,18622.31055,18787,18951.84961,2373232400,18951.84961
2012-05-21,18953.67969,18796.68945,18902,18922.32031,1236217100,18922.32031
2012-05-22,19182.66016,19002.64063,19061.41992,19039.15039,1470101600,19039.15039
2012-05-23,18845.83984,18661.48047,18842.32031,18786.18945,1478242900,18786.18945
2012-05-24,18835.81055,18654.75977,18755.08984,18666.40039,1400663200,18666.40039
2012-05-25,18778.43945,18577.08984,18734.38086,18713.41016,1576541900,18713.41016
2012-05-28,18858.32031,18672.32031,18672.32031,18800.99023,1267920400,18800.99023
2012-05-29,19058.4707,18735.5,18735.5,19055.46094,1512895300,19055.46094
2012-05-30,18897.11914,18604.44922,18897.11914,18690.2207,1934253000,18690.2207
2012-05-31,18657.90039,18378.14063,18470.76953,18629.51953,4197772800,18629.51953
2012-06-01,18726.43945,18487.66016,18498.91016,18558.33984,1859948800,18558.33984
2012-06-04,18249.60938,18056.40039,18249.60938,18185.58984,1607428300,18185.58984
2012-06-05,18412.01953,18223.13086,18373.2207,18259.0293,1373497300,18259.0293
2012-06-06,18521.57031,18320.60938,18349.67969,18520.5293,1637171800,18520.5293
2012-06-07,18845.57031,18624.42969,18825.5,18678.28906,1549611000,18678.28906
2012-06-08,18797.93945,18461.17969,18797.93945,18502.33984,2547084200,18502.33984
2012-06-11,18978.88086,18847.66992,18978.88086,18953.63086,1527709500,18953.63086
2012-06-12,18925.78906,18708.25977,18719.89063,18872.56055,1336823000,18872.56055
2012-06-13,19029.55078,18812.93945,18948.44922,19026.51953,1417480400,19026.51953
2012-06-14,18937.53906,18795.65039,18901.71094,18808.40039,1313826200,18808.40039
2012-06-15,19254.56055,18919.16992,18924.08984,19233.93945,2717020800,19233.93945
2012-06-18,19578.13086,19395.92969,19578.13086,19427.81055,1581595100,19427.81055
2012-06-19,19472.05078,19320.17969,19451.19922,19416.66992,1205020200,19416.66992
2012-06-20,19578.82031,19469.13086,19551.89063,19518.84961,1176157900,19518.84961
2012-06-21,19495.53906,19258.10938,19480.71094,19265.07031,1298230800,19265.07031
2012-06-22,19089.44922,18976.05078,18992.90039,18995.13086,1080368400,18995.13086
2012-06-25,19066.75,18861.56055,19019.0293,18897.44922,1133257000,18897.44922
2012-06-26,18998.4707,18850.4707,18850.4707,18981.83984,1324221200,18981.83984
2012-06-27,19213.91992,18942,18990.16992,19176.94922,1425576400,19176.94922
2012-06-28,19305.74023,19009.25977,19305.74023,19025.26953,1466323700,19025.26953
2012-06-29,19510.76953,18991.09961,18996.57031,19441.46094,2039720800,19441.46094
2012-07-03,19765.41016,19622.36914,19765.41016,19735.5293,1532735700,19735.5293
2012-07-04,19835.13086,19677.44922,19833.83984,19709.75,1402212000,19709.75
2012-07-05,19869.10938,19588.63086,19757.41992,19809.13086,1268796100,19809.13086
2012-07-06,19839.11914,19690.64063,19752.83008,19800.64063,1763031600,19800.64063
2012-07-09,19737.91992,19421.75,19634.83984,19428.08984,1440446900,19428.08984
2012-07-10,19515.89063,19347.23047,19504.41992,19396.35938,1179214100,19396.35938
2012-07-11,19441.11914,19233.75977,19264.58008,19419.86914,1642334000,19419.86914
2012-07-12,19356.78906,18998.30078,19356.78906,19025.10938,2017688200,19025.10938
2012-07-13,19160.49023,19032.58984,19069.35938,19092.63086,1267621700,19092.63086
2012-07-16,19265.33984,19061.66992,19265.33984,19121.33984,1095972800,19121.33984
2012-07-17,19479.2793,19156.96094,19156.96094,19455.33008,1396005600,19455.33008
2012-07-18,19452.24023,19134.57031,19452.24023,19239.88086,1169099100,19239.88086
2012-07-19,19600.32031,19393.44922,19393.44922,19559.05078,1693489600,19559.05078
2012-07-20,19656.10938,19511.90039,19613.7793,19640.80078,1298960700,19640.80078
2012-07-23,19259.35938,18986.19922,19259.35938,19053.4707,1256215800,19053.4707
2012-07-24,19124.96094,18854.32031,19078.14063,18903.19922,929872600,18903.19922
2012-07-25,18925.66016,18710.58984,18762.19922,18877.33008,1332514400,18877.33008
2012-07-26,18961.58008,18793.15039,18870.33008,18892.78906,1112498900,18892.78906
2012-07-27,19330.68945,19162.5293,19165.0293,19274.96094,1570697800,19274.96094
2012-07-30,19593.61914,19478.69922,19505.0293,19585.40039,1452095200,19585.40039
2012-07-31,19840.16016,19618.57031,19661.41016,19796.81055,1856288400,19796.81055
2012-08-01,19898.91992,19646.96094,19646.96094,19820.38086,1798568800,19820.38086
2012-08-02,19786.71094,19651.75977,19784.15039,19690.19922,1229663600,19690.19922
2012-08-03,19673.69922,19454.33008,19553.78906,19666.17969,1153392500,19666.17969
2012-08-06,20091.30078,19978.65039,20052.5,19998.7207,1437034800,19998.7207
2012-08-07,20117.11914,19983.75977,20033.86914,20072.55078,1411302800,20072.55078
2012-08-08,20188.88086,19966.11914,20188.88086,20065.51953,1239183500,20065.51953
2012-08-09,20300.0293,20149.19922,20149.19922,20269.4707,1302333500,20269.4707
2012-08-10,20222.13086,20045.30078,20204.71094,20136.11914,1439089700,20136.11914
2012-08-13,20188.48047,20037.81055,20188.48047,20081.35938,990601400,20081.35938
2012-08-14,20299.7207,20094.01953,20251.41992,20291.67969,1525964900,20291.67969
2012-08-15,20135,20016.0293,20125.28906,20052.28906,1271710400,20052.28906
2012-08-16,20151.68945,19919.56055,20151.68945,19962.94922,1058187000,19962.94922
2012-08-17,20147.39063,20047.64063,20057.31055,20116.07031,1209409600,20116.07031
2012-08-20,20109.56055,19911.49023,20080.32031,20104.26953,1020566200,20104.26953
2012-08-21,20141.16016,19979.58008,20111.9707,20100.08984,1049001300,20100.08984
2012-08-22,19996.73047,19853.41992,19996.73047,19887.7793,1032597200,19887.7793
2012-08-23,20133.41016,19935.13086,19935.13086,20132.24023,1231818600,20132.24023
2012-08-24,19930.44922,19840.18945,19930.44922,19880.0293,1124259600,19880.0293
2012-08-27,19939.53906,19769.42969,19939.53906,19798.66992,1211797900,19798.66992
2012-08-28,19856.32031,19723.30078,19723.30078,19811.80078,1077330100,19811.80078
2012-08-29,19863.4707,19770.53906,19857.60938,19788.50977,1075024000,19788.50977
2012-08-30,19657.19922,19509.31055,19657.19922,19552.91016,1453043300,19552.91016
2012-08-31,19554.25977,19450.76953,19516.94922,19482.57031,1346966500,19482.57031
2012-09-03,19608.55078,19386.03906,19414.61914,19559.21094,1166337700,19559.21094
2012-09-04,19572.31055,19414.50977,19540.92969,19429.91016,1146614900,19429.91016
2012-09-05,19330.16016,19116.83984,19330.16016,19145.07031,1773167600,19145.07031
2012-09-06,19216.08008,19076.78906,19101.92969,19209.30078,1360569200,19209.30078
2012-09-07,19829.01953,19484.24023,19537.92969,19802.16016,3303572400,19802.16016
2012-09-10,19930.36914,19764.68945,19876.41016,19827.16992,3198134800,19827.16992
2012-09-11,19907.30078,19658.71094,19757.36914,19857.88086,1623644500,19857.88086
2012-09-12,20118.18945,19996.14063,19996.14063,20075.39063,1365032900,20075.39063
2012-09-13,20146.76953,20009.5,20061.9707,20047.63086,1237079000,20047.63086
2012-09-14,20648.09961,20475.74023,20479.38086,20629.7793,2554583000,20629.7793
2012-09-17,20758.49023,20591.43945,20758.49023,20658.10938,1548748900,20658.10938
2012-09-18,20712.68945,20568.11914,20622.11914,20601.92969,1445956300,20601.92969
2012-09-19,20895.60938,20609.51953,20609.51953,20841.91016,1938983200,20841.91016
2012-09-20,20816.76953,20578.56055,20816.76953,20590.91992,1501413600,20590.91992
2012-09-21,20808.03906,20677.14063,20697.26953,20734.93945,1842999800,20734.93945
2012-09-24,20780.14063,20503.24023,20611.09961,20694.69922,977714200,20694.69922
2012-09-25,20758.35938,20648.58984,20694.33008,20698.67969,1066825300,20698.67969
2012-09-26,20576.83984,20485.08008,20485.99023,20527.73047,1112532000,20527.73047
2012-09-27,20850.49023,20487.35938,20487.35938,20762.28906,1740972000,20762.28906
2012-09-28,20889.90039,20725.51953,20757.9707,20840.38086,1403623200,20840.38086
2012-10-03,21005.67969,20799.82031,20951.38086,20888.2793,1378884900,20888.2793
2012-10-04,20947.30078,20835.06055,20914.32031,20907.94922,1025617100,20907.94922
2012-10-05,21021.24023,20924.73047,21007.59961,21012.38086,1290461900,21012.38086
2012-10-08,20981.63086,20807.92969,20979.5293,20824.56055,1350069800,20824.56055
2012-10-09,21093.09961,20926.83008,20926.83008,20937.2793,1542861900,20937.2793
2012-10-10,20941.89063,20767.35938,20785.06055,20919.59961,1236864700,20919.59961
2012-10-11,21013.44922,20813.05078,20813.05078,20999.05078,2550414800,20999.05078
2012-10-12,21236.57031,21051.08984,21051.08984,21136.42969,2318876200,21136.42969
2012-10-15,21184.42969,21076.94922,21137.60938,21148.25,1352365700,21148.25
2012-10-16,21257.08984,21120.16992,21257.08984,21207.07031,1498826100,21207.07031
2012-10-17,21442.73047,21352.88086,21421.86914,21416.64063,1714967600,21416.64063
2012-10-18,21606.32031,21476.30078,21490.85938,21518.71094,2154856400,21518.71094
2012-10-19,21591.61914,21522.91016,21565.75,21551.75977,1639351400,21551.75977
2012-10-22,21699.07031,21431.24023,21440.00977,21697.55078,1466782700,21697.55078
2012-10-24,21802.49023,21533.24023,21561.58984,21763.7793,1711748800,21763.7793
2012-10-25,21839.64063,21710.83984,21792.66992,21810.23047,1633405600,21810.23047
